Rank,Name,Platform,Year,Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Publisher_Range
1310,Mario Superstar Baseball,ANT,2005.0,Sports,0.93,0.24,0.25,0.04,1.46,501-1400
1316,LEGO City Undercover,PMOD,2013.0,Action,0.51,0.75,0.07,0.12,1.46,501-1400
1326,4 Nin uchi Mahjong,ANT,1984.0,Misc,0.0,0.0,1.45,0.0,1.45,501-1400
1338,Kirby Super Star,ANT,1996.0,Action,0.26,0.07,1.09,0.02,1.44,501-1400
1353,Classic NES Series: Super Mario Bros.,MOD,2004.0,Action,0.0,0.0,1.39,0.03,1.43,501-1400
1359,The Legend of Zelda: The Minish Cap,MOD,2004.0,Action,0.89,0.22,0.22,0.1,1.42,501-1400
1362,Super Metroid,ANT,1994.0,Action,0.57,0.12,0.71,0.02,1.42,501-1400
1366,Inazuma Eleven 2,PMOD,2009.0,Misc,0.0,0.21,1.18,0.03,1.42,501-1400
1376,Metroid: Other M,PMOD,2010.0,Action,0.87,0.31,0.13,0.1,1.41,501-1400
1403,Paper Mario,MOD,2000.0,Misc,0.58,0.18,0.59,0.02,1.38,501-1400
1404,Bravely Default: Flying Fairy,PMOD,2012.0,Misc,0.5,0.32,0.49,0.07,1.38,501-1400
1423,Pocket Monsters Stadium,MOD,1998.0,Strategy,0.0,0.0,1.37,0.0,1.37,501-1400
1432,Yoshi's New Island,PMOD,2014.0,Action,0.47,0.51,0.28,0.09,1.36,501-1400
1458,Mario & Luigi: Partners in Time,PMOD,2005.0,Misc,0.77,0.07,0.43,0.08,1.34,501-1400
1462,Donkey Kong Jungle Beat,ANT,2004.0,Action,0.84,0.22,0.24,0.04,1.34,501-1400
1478,Metroid Prime 2: Echoes,ANT,2004.0,Action,0.87,0.35,0.07,0.04,1.33,501-1400
1483,Pokemon Ranger: Guardian Signs,PMOD,2010.0,Misc,0.51,0.17,0.58,0.06,1.33,501-1400
1492,Gyromite,ANT,1985.0,Strategy,0.73,0.16,0.4,0.03,1.32,501-1400
1528,Yoshi's Woolly World,PMOD,2015.0,Action,0.61,0.47,0.11,0.1,1.29,501-1400
1537,Mystery Case Files: MillionHeir,PMOD,2008.0,Misc,0.76,0.4,0.0,0.12,1.29,501-1400
1544,Yakuman,ANT,1989.0,Misc,0.0,0.0,1.28,0.0,1.28,501-1400
1550,Kid Icarus: Uprising,PMOD,2012.0,Action,0.48,0.35,0.36,0.07,1.28,501-1400
1557,Pokemon Mystery Dungeon: Gates to Infinity,PMOD,2012.0,Misc,0.44,0.3,0.47,0.06,1.27,501-1400
1562,Hogan's Alley,ANT,1984.0,Action,0.68,0.16,0.41,0.02,1.27,501-1400
1576,Hyrule Warriors,PMOD,2014.0,Action,0.61,0.42,0.13,0.1,1.26,501-1400
1593,Pokemon XD: Gale of Darkness,ANT,2005.0,Misc,0.71,0.19,0.31,0.03,1.25,501-1400
1603,Diddy Kong Racing DS,PMOD,2007.0,Sports,1.1,0.04,0.0,0.1,1.24,501-1400
1610,Tetris 2 (All region sales),ANT,1992.0,Strategy,0.56,0.22,0.43,0.03,1.24,501-1400
1622,Kirby Tilt 'n' Tumble,ANT,2000.0,Strategy,0.29,0.17,0.75,0.02,1.23,501-1400
1626,Donkey Kong Country 2,MOD,2004.0,Action,0.79,0.27,0.12,0.04,1.23,501-1400
1628,"WarioWare, Inc.: Mega MicroGame$",MOD,2003.0,Strategy,0.4,0.11,0.7,0.02,1.23,501-1400
1636,Mario Power Tennis,ANT,2004.0,Sports,0.58,0.16,0.46,0.03,1.22,501-1400
1638,Game & Watch Gallery 2,ANT,1997.0,Misc,0.76,0.3,0.12,0.04,1.22,501-1400
1639,Game & Watch Gallery 3,ANT,1999.0,Misc,0.79,0.31,0.08,0.04,1.22,501-1400
1646,Golden Sun: The Lost Age,MOD,2002.0,Misc,0.61,0.27,0.27,0.07,1.22,501-1400
1671,Pikmin 2,ANT,2004.0,Strategy,0.48,0.13,0.56,0.03,1.2,501-1400
1680,SolarStriker,ANT,1989.0,Action,0.4,0.39,0.36,0.04,1.2,501-1400
1683,Mario vs. Donkey Kong 2: March of the Minis,PMOD,2006.0,Strategy,0.74,0.03,0.36,0.07,1.2,501-1400
1684,PokéPark Wii: Pikachu's Adventure,PMOD,2009.0,Misc,0.55,0.17,0.42,0.06,1.2,501-1400
1689,Captain Toad: Treasure Tracker,PMOD,2014.0,Strategy,0.56,0.36,0.19,0.09,1.19,501-1400
1696,Kobe Bryant in NBA Courtside,MOD,1998.0,Sports,1.02,0.13,0.04,0.01,1.19,501-1400
1702,Final Fantasy I & II: Dawn of Souls,MOD,2004.0,Misc,0.64,0.24,0.29,0.02,1.19,501-1400
1704,Pokemon Super Mystery Dungeon,PMOD,2015.0,Misc,0.46,0.31,0.33,0.08,1.19,501-1400
1712,Mario Tennis,ANT,2000.0,Sports,0.5,0.18,0.44,0.06,1.18,501-1400
1725,Wario Land: Shake It!,PMOD,2008.0,Action,0.6,0.31,0.15,0.11,1.17,501-1400
1740,Mario vs. Donkey Kong,MOD,2004.0,Strategy,0.68,0.25,0.21,0.02,1.17,501-1400
1752,Jet Force Gemini,MOD,1999.0,Action,0.78,0.28,0.07,0.02,1.16,501-1400
1772,Qix,ANT,1990.0,Strategy,0.51,0.2,0.41,0.03,1.15,501-1400
1777,Donkey Konga,ANT,2003.0,Misc,0.5,0.16,0.46,0.03,1.15,501-1400
1783,Pokemon Rumble Blast,PMOD,2011.0,Action,0.47,0.26,0.35,0.07,1.14,501-1400
1794,Pilotwings,ANT,1990.0,Misc,0.46,0.17,0.48,0.02,1.14,501-1400
1796,Super R.C. Pro-Am,ANT,1991.0,Sports,0.58,0.37,0.15,0.04,1.14,501-1400
1808,Fantasy Life,PMOD,2012.0,Misc,0.33,0.37,0.37,0.06,1.13,501-1400
1811,Donkey Kong,ANT,1983.0,Action,0.23,0.05,0.84,0.01,1.13,501-1400
1816,Pokémon Mystery Dungeon: Red Rescue Team (US weekly sales),MOD,2005.0,Misc,0.81,0.3,0.0,0.02,1.13,501-1400
1821,Pilotwings 64,MOD,1996.0,Misc,0.56,0.24,0.3,0.02,1.12,501-1400
1829,Yoshi's Cookie,ANT,1992.0,Strategy,0.41,0.06,0.63,0.02,1.12,501-1400
1841,Donkey Kong Jr.,ANT,1983.0,Action,0.33,0.07,0.7,0.01,1.11,501-1400
1845,Pikmin 3,PMOD,2013.0,Strategy,0.45,0.31,0.29,0.06,1.11,501-1400
1852,The Legend of Zelda: Tri Force Heroes,PMOD,2015.0,Action,0.52,0.33,0.17,0.08,1.1,501-1400
1862,F-Zero X,MOD,1998.0,Sports,0.45,0.33,0.29,0.03,1.1,501-1400
1863,Popeye,ANT,1983.0,Action,0.51,0.12,0.45,0.02,1.1,501-1400
1868,Tales of Symphonia,ANT,2003.0,Misc,0.54,0.21,0.31,0.04,1.1,501-1400
1892,Endless Ocean,PMOD,2007.0,Misc,0.44,0.47,0.09,0.09,1.09,501-1400
1911,LEGO City Undercover,PMOD,2013.0,Action,0.47,0.4,0.13,0.08,1.08,501-1400
1916,Star Fox: Assault,ANT,2005.0,Action,0.68,0.18,0.19,0.03,1.08,501-1400
1929,Super Princess Peach,PMOD,2005.0,Action,0.72,0.06,0.21,0.07,1.07,501-1400
1988,Pokemon Conquest,PMOD,2012.0,Misc,0.58,0.06,0.37,0.04,1.05,501-1400
1999,Naruto: Clash of Ninja 2,ANT,2003.0,Action,0.44,0.12,0.45,0.03,1.04,501-1400
2002,F-Zero: Maximum Velocity,MOD,2001.0,Sports,0.39,0.16,0.37,0.12,1.04,501-1400
2008,Kirby: Mass Attack,PMOD,2011.0,Action,0.52,0.06,0.41,0.05,1.04,501-1400
2043,Bayonetta 2,PMOD,2014.0,Action,0.34,0.28,0.1,0.3,1.01,501-1400
2062,Excitebike 64,MOD,2000.0,Sports,0.65,0.15,0.19,0.01,1.0,501-1400
2063,NES Open Tournament Golf,ANT,1991.0,Sports,0.41,0.1,0.47,0.02,1.0,501-1400
2064,Game & Watch Gallery,ANT,1997.0,Misc,0.63,0.25,0.09,0.03,1.0,501-1400
2109,Xenoblade Chronicles,PMOD,2010.0,Misc,0.49,0.26,0.16,0.08,0.98,501-1400
2111,Mario Party Advance,MOD,2005.0,Misc,0.5,0.19,0.28,0.02,0.98,501-1400
2113,Tetris 2,ANT,1993.0,Strategy,0.62,0.13,0.21,0.02,0.98,501-1400
2135,Fire Emblem,MOD,2003.0,Strategy,0.49,0.18,0.29,0.01,0.97,501-1400
2171,PilotWings Resort,PMOD,2011.0,Misc,0.4,0.36,0.13,0.07,0.96,501-1400
2195,Wii Play: Motion,PMOD,2011.0,Misc,0.24,0.43,0.18,0.09,0.95,501-1400
2199,Star Fox 64 3D,PMOD,2011.0,Action,0.48,0.27,0.13,0.07,0.94,501-1400
2206,Mario Tennis Open,PMOD,2012.0,Sports,0.26,0.29,0.33,0.05,0.94,501-1400
2214,The Legend of Zelda: Twilight Princess HD,PMOD,2016.0,Action,0.48,0.3,0.08,0.08,0.94,501-1400
2261,Balloon Fight,ANT,1985.0,Action,0.39,0.09,0.43,0.01,0.92,501-1400
2263,Disney Magical World,PMOD,2013.0,Misc,0.16,0.2,0.53,0.03,0.92,501-1400
2320,Fossil Fighters,PMOD,2008.0,Misc,0.84,0.0,0.0,0.06,0.9,501-1400
2335,Classic NES Series: The Legend of Zelda,MOD,2004.0,Misc,0.46,0.17,0.24,0.02,0.89,501-1400
2337,Fire Emblem: The Sacred Stones,MOD,2004.0,Strategy,0.42,0.16,0.3,0.02,0.89,501-1400
2338,Pokemon Card GB2: Here Comes Team GR!,ANT,2001.0,Strategy,0.0,0.0,0.89,0.0,0.89,501-1400
2350,Wii Fit U,PMOD,2013.0,Sports,0.39,0.24,0.21,0.06,0.89,501-1400
2367,Endless Ocean: Blue World,PMOD,2009.0,Misc,0.47,0.22,0.12,0.07,0.88,501-1400
2425,The Legendary Starfy,PMOD,2008.0,Action,0.61,0.0,0.2,0.05,0.86,501-1400
2450,Kirby: Planet Robobot,PMOD,2016.0,Action,0.26,0.1,0.44,0.04,0.85,501-1400
2456,Golden Sun: Dark Dawn,PMOD,2010.0,Misc,0.56,0.11,0.13,0.05,0.84,501-1400
2461,Xenoblade Chronicles X,PMOD,2015.0,Misc,0.36,0.28,0.14,0.06,0.84,501-1400
2476,Metroid: Zero Mission,MOD,2004.0,Misc,0.6,0.22,0.0,0.01,0.84,501-1400
2515,Clu Clu Land,ANT,1984.0,Strategy,0.42,0.1,0.28,0.02,0.82,501-1400
2516,Killer Instinct Gold,MOD,1996.0,Action,0.61,0.19,0.0,0.01,0.82,501-1400
2542,The Legend of Zelda: Four Swords Adventures,ANT,2004.0,Action,0.63,0.16,0.0,0.02,0.81,501-1400
2552,EarthBound,ANT,1994.0,Misc,0.0,0.0,0.81,0.0,0.81,501-1400
2592,Mario & Sonic at the Sochi 2014 Olympic Winter Games,PMOD,2013.0,Sports,0.39,0.22,0.13,0.06,0.8,501-1400
2594,Capcom's Soccer Shootout,ANT,1993.0,Sports,0.0,0.0,0.8,0.0,0.8,501-1400
2620,Major League Baseball Featuring Ken Griffey Jr,MOD,1998.0,Sports,0.75,0.03,0.0,0.01,0.79,501-1400
2626,Personal Trainer: Walking,PMOD,2008.0,Sports,0.22,0.32,0.17,0.07,0.79,501-1400
2628,PokePark 2: Wonders Beyond,PMOD,2011.0,Action,0.27,0.2,0.27,0.05,0.79,501-1400
2629,Professor Layton and the Azran Legacy,PMOD,2013.0,Strategy,0.0,0.48,0.25,0.06,0.78,501-1400
2634,Metroid Prime Hunters,PMOD,2006.0,Action,0.58,0.04,0.11,0.06,0.78,501-1400
2644,Tetris Party Deluxe,PMOD,2010.0,Strategy,0.29,0.3,0.12,0.07,0.78,501-1400
2683,Pokemon Dash,PMOD,2004.0,Sports,0.21,0.14,0.38,0.04,0.77,501-1400
2684,Donkey Kong Country 3,MOD,2005.0,Action,0.45,0.17,0.14,0.01,0.77,501-1400
2765,Jump Ultimate Stars,PMOD,2006.0,Action,0.0,0.0,0.74,0.0,0.74,501-1400
2773,Mario & Luigi: Paper Jam,PMOD,2015.0,Misc,0.16,0.3,0.25,0.04,0.74,501-1400
2792,Sword of Mana,MOD,2003.0,Misc,0.31,0.11,0.3,0.02,0.74,501-1400
2798,Classic NES Series: Donkey Kong,MOD,2004.0,Action,0.4,0.15,0.17,0.01,0.73,501-1400
2800,Yoshi,ANT,1991.0,Strategy,0.0,0.0,0.73,0.0,0.73,501-1400
2804,Kirby: Canvas Curse,PMOD,2005.0,Action,0.37,0.0,0.32,0.04,0.73,501-1400
2806,Practise English!,PMOD,2007.0,Misc,0.0,0.0,0.73,0.0,0.73,501-1400
2814,Just Dance Wii,PMOD,2011.0,Misc,0.0,0.0,0.73,0.0,0.73,501-1400
2824,Style Savvy: Trendsetters,PMOD,2012.0,Misc,0.16,0.02,0.53,0.01,0.72,501-1400
2852,Monster Hunter Tri,PMOD,2012.0,Misc,0.26,0.19,0.22,0.04,0.72,501-1400
2884,Rhythm Heaven: The Best+,PMOD,2015.0,Misc,0.0,0.0,0.71,0.0,0.71,501-1400
2887,Blast Corps,MOD,1997.0,Action,0.39,0.09,0.17,0.06,0.71,501-1400
2890,"WarioWare, Inc.: Mega Party Game$",ANT,2003.0,Strategy,0.2,0.05,0.44,0.02,0.71,501-1400
2925,Advance Wars,MOD,2001.0,Strategy,0.5,0.19,0.0,0.01,0.7,501-1400
2939,Classic NES Series: Zelda II: The Adventure of Link,MOD,2004.0,Misc,0.37,0.14,0.17,0.01,0.7,501-1400
2940,Fire Emblem: Monsh? no Nazo,ANT,1994.0,Misc,0.0,0.0,0.7,0.0,0.7,501-1400
2956,Mario Pinball Land,MOD,2004.0,Misc,0.5,0.18,0.0,0.01,0.69,501-1400
2967,Nintendo Presents: New Style Boutique 2 - Fashion Forward,PMOD,2015.0,Misc,0.01,0.61,0.02,0.04,0.69,501-1400
2975,Kirby's Dream Collection: Special Edition,PMOD,2012.0,Action,0.34,0.0,0.33,0.02,0.68,501-1400
2978,The Last Story,PMOD,2011.0,Misc,0.32,0.13,0.18,0.04,0.68,501-1400
2990,Fossil Fighters: Champions,PMOD,2010.0,Misc,0.32,0.0,0.34,0.02,0.68,501-1400
3008,100 Classic Books,PMOD,2008.0,Misc,0.13,0.52,0.0,0.02,0.67,501-1400
3077,Wario: Master of Disguise,PMOD,2007.0,Action,0.28,0.02,0.33,0.03,0.66,501-1400
3083,New Play Control! Pikmin,PMOD,2008.0,Strategy,0.29,0.14,0.19,0.04,0.66,501-1400
3103,F-Zero GX,ANT,2003.0,Sports,0.41,0.11,0.12,0.02,0.65,501-1400
3106,Yoshi Topsy-Turvy,MOD,2004.0,Action,0.25,0.09,0.3,0.01,0.65,501-1400
3115,Advance Wars 2: Black Hole Rising,MOD,2003.0,Strategy,0.47,0.17,0.0,0.01,0.65,501-1400
3116,Fire Emblem: Shadow Dragon,PMOD,2008.0,Misc,0.31,0.03,0.27,0.03,0.65,501-1400
3176,Cruis'n World,MOD,1998.0,Sports,0.59,0.04,0.0,0.01,0.64,501-1400
3180,Donkey Kong Barrel Blast,PMOD,2007.0,Sports,0.2,0.26,0.11,0.06,0.64,501-1400
3216,Metroid Prime: Trilogy,PMOD,2009.0,Action,0.43,0.05,0.0,0.14,0.63,501-1400
3273,Mario's Picross,ANT,1995.0,Strategy,0.0,0.0,0.62,0.0,0.62,501-1400
3304,Ganbaru Watashi no Kakei Diary,PMOD,2007.0,Misc,0.0,0.0,0.61,0.0,0.61,501-1400
3306,New Play Control! Donkey Kong Jungle Beat,PMOD,2008.0,Action,0.24,0.17,0.14,0.05,0.61,501-1400
3319,Final Fantasy IV Advance,MOD,2005.0,Misc,0.27,0.1,0.22,0.01,0.61,501-1400
3330,Game & Watch Gallery 4,MOD,2002.0,Misc,0.43,0.16,0.0,0.01,0.61,501-1400
3335,New Play Control! Pikmin 2,PMOD,2009.0,Strategy,0.11,0.14,0.33,0.02,0.6,501-1400
3340,Wave Race: Blue Storm,ANT,2001.0,Sports,0.4,0.1,0.09,0.02,0.6,501-1400
3349,WarioWare D.I.Y.,PMOD,2009.0,Misc,0.18,0.19,0.2,0.04,0.6,501-1400
3362,Mickey's Speedway USA,MOD,2000.0,Sports,0.37,0.08,0.14,0.01,0.6,501-1400
3383,Pokemon Trozei!,PMOD,2005.0,Strategy,0.26,0.0,0.31,0.02,0.6,501-1400
3437,Kirby's Dream Course,ANT,1994.0,Sports,0.0,0.0,0.59,0.0,0.59,501-1400
3487,Fire Emblem: Seisen no Keifu,ANT,1996.0,Strategy,0.0,0.0,0.58,0.0,0.58,501-1400
3497,Rooms: The Main Building,PMOD,2010.0,Misc,0.1,0.41,0.01,0.06,0.58,501-1400
3500,Tetris Party Deluxe,PMOD,2010.0,Strategy,0.34,0.17,0.02,0.05,0.58,501-1400
3534,The Mysterious Murasame Castle,ANT,1986.0,Action,0.0,0.0,0.57,0.0,0.57,501-1400
3564,Donkey Kong Jungle Climber,PMOD,2007.0,Action,0.26,0.04,0.24,0.03,0.56,501-1400
3570,Classic NES Series: Dr. Mario,MOD,2004.0,Strategy,0.31,0.11,0.13,0.01,0.56,501-1400
3578,Hotel Dusk: Room 215,PMOD,2007.0,Misc,0.27,0.05,0.22,0.03,0.56,501-1400
3595,Xenoblade Chronicles,PMOD,2015.0,Misc,0.26,0.14,0.12,0.04,0.56,501-1400
3601,Hamtaro: Ham-Hams Unite!,ANT,2001.0,Misc,0.0,0.0,0.56,0.0,0.56,501-1400
3614,DS Bimoji Training,PMOD,2008.0,Misc,0.0,0.0,0.56,0.0,0.56,501-1400
3643,Jump Super Stars,PMOD,2005.0,Action,0.0,0.0,0.55,0.0,0.55,501-1400
3698,Excite Truck,PMOD,2006.0,Sports,0.4,0.03,0.08,0.04,0.54,501-1400
3710,Inazuma Eleven,PMOD,2008.0,Misc,0.0,0.14,0.38,0.02,0.54,501-1400
3725,Fire Emblem: Path of Radiance,ANT,2005.0,Action,0.29,0.08,0.16,0.01,0.54,501-1400
3742,Star Fox Command,PMOD,2006.0,Action,0.39,0.01,0.1,0.04,0.54,501-1400
3745,Inazuma Eleven GO,PMOD,2011.0,Misc,0.0,0.05,0.48,0.0,0.54,501-1400
3787,Kirby and the Rainbow Curse,PMOD,2015.0,Action,0.23,0.14,0.12,0.04,0.53,501-1400
3817,Picross 3D,PMOD,2009.0,Strategy,0.3,0.03,0.16,0.03,0.53,501-1400
3821,Wayne Gretzky's 3D Hockey,MOD,1996.0,Sports,0.49,0.03,0.0,0.0,0.53,501-1400
3824,Mario Tennis: Power Tour,MOD,2005.0,Sports,0.24,0.09,0.19,0.01,0.52,501-1400
3832,Naruto Shippuden: Clash of Ninja Revolution 3,PMOD,2009.0,Action,0.45,0.04,0.0,0.04,0.52,501-1400
3867,Kenkou Ouen Recipe 1000: DS Kondate Zenshuu,PMOD,2006.0,Misc,0.0,0.0,0.52,0.0,0.52,501-1400
3897,Jam With the Band,PMOD,2008.0,Misc,0.0,0.0,0.51,0.0,0.51,501-1400
3904,Fire Emblem: Radiant Dawn,PMOD,2007.0,Strategy,0.28,0.03,0.17,0.03,0.51,501-1400
3909,Wrecking Crew,ANT,1985.0,Action,0.0,0.0,0.51,0.0,0.51,501-1400
3925,Picross DS,PMOD,2007.0,Strategy,0.17,0.02,0.3,0.02,0.51,501-1400
3981,Tactics Ogre: The Knight of Lodis,MOD,2001.0,Misc,0.13,0.05,0.31,0.01,0.5,501-1400
3982,Fortune Street,PMOD,2011.0,Misc,0.27,0.04,0.17,0.02,0.5,501-1400
4043,Mario & Wario,ANT,1993.0,Strategy,0.0,0.0,0.49,0.0,0.49,501-1400
4046,Pokemon Art Academy,PMOD,2014.0,Misc,0.18,0.12,0.16,0.03,0.49,501-1400
4074,Steel Diver,PMOD,2011.0,Action,0.31,0.1,0.05,0.03,0.49,501-1400
4089,Children of Mana,PMOD,2006.0,Misc,0.16,0.01,0.29,0.02,0.48,501-1400
4093,Mario Golf: World Tour,PMOD,2014.0,Sports,0.15,0.14,0.17,0.03,0.48,501-1400
4130,FlingSmash,PMOD,2010.0,Action,0.38,0.01,0.07,0.02,0.48,501-1400
4152,Bravely Second: End Layer,PMOD,2015.0,Misc,0.16,0.11,0.18,0.03,0.47,501-1400
4176,Densetsu no Stafi,MOD,2002.0,Action,0.0,0.0,0.46,0.01,0.47,501-1400
4188,Bomberman Hero,MOD,1998.0,Action,0.27,0.06,0.08,0.05,0.47,501-1400
4223,Dance Dance Revolution: Mario Mix,ANT,2005.0,Misc,0.36,0.09,0.0,0.01,0.47,501-1400
4231,Classic NES Series: Pac-Man,MOD,2004.0,Strategy,0.25,0.09,0.12,0.01,0.46,501-1400
4249,Art Academy: Lessons for Everyone,PMOD,2012.0,Action,0.2,0.03,0.21,0.02,0.46,501-1400
4263,Mario & Sonic at the Rio 2016 Olympic Games,PMOD,2016.0,Action,0.04,0.16,0.24,0.01,0.46,501-1400
4298,Mother 1+2,MOD,2003.0,Misc,0.0,0.0,0.45,0.01,0.46,501-1400
4301,Puzzle & Dragons Z + Super Mario Bros. Edition,PMOD,2015.0,Strategy,0.05,0.05,0.34,0.01,0.46,501-1400
4361,Samurai Warriors 3,PMOD,2009.0,Action,0.1,0.02,0.32,0.01,0.45,501-1400
4367,Pokemon Puzzle League,MOD,2000.0,Strategy,0.36,0.08,0.0,0.01,0.45,501-1400
4402,Mario Tennis Ultra Smash,PMOD,2015.0,Sports,0.13,0.16,0.13,0.03,0.45,501-1400
4406,Mario Golf: Advance Tour,MOD,2004.0,Sports,0.32,0.12,0.0,0.01,0.45,501-1400
4439,Densetsu no Stafi 2,MOD,2003.0,Action,0.0,0.0,0.43,0.01,0.44,501-1400
4455,Sin and Punishment: Star Successor,PMOD,2009.0,Action,0.2,0.14,0.06,0.04,0.44,501-1400
4469,Wario World,ANT,2003.0,Action,0.34,0.09,0.0,0.01,0.44,501-1400
4479,Eternal Darkness: Sanity's Requiem,ANT,2002.0,Misc,0.34,0.09,0.0,0.01,0.44,501-1400
4491,Master of Illusion,PMOD,2006.0,Strategy,0.16,0.0,0.26,0.01,0.44,501-1400
4494,Classic NES Series: Metroid,MOD,2004.0,Misc,0.26,0.1,0.07,0.01,0.43,501-1400
4534,Mischief Makers,MOD,1997.0,Action,0.25,0.06,0.07,0.06,0.43,501-1400
4590,Famicom Mini: Super Mario Bros. 2,MOD,2004.0,Action,0.0,0.0,0.41,0.01,0.42,501-1400
4625,Dr. Mario 64,MOD,2001.0,Strategy,0.34,0.07,0.0,0.0,0.42,501-1400
4655,Zack & Wiki: Quest for Barbaros' Treasure,PMOD,2007.0,Misc,0.18,0.17,0.03,0.04,0.42,501-1400
4659,Animal Crossing: Amiibo Festival,PMOD,2015.0,Misc,0.19,0.11,0.09,0.03,0.42,501-1400
4660,Hyrule Warriors,PMOD,2016.0,Action,0.16,0.12,0.11,0.03,0.42,501-1400
4730,Ogre Battle 64: Person of Lordly Caliber,MOD,1999.0,Misc,0.1,0.02,0.25,0.04,0.41,501-1400
4746,The Wonderful 101,PMOD,2013.0,Action,0.2,0.1,0.08,0.03,0.41,501-1400
4767,Mario no Super Picross,ANT,1995.0,Strategy,0.0,0.0,0.41,0.0,0.41,501-1400
4784,Story of Seasons,PMOD,2014.0,Misc,0.0,0.13,0.26,0.01,0.4,501-1400
4806,Advance Wars: Dual Strike,PMOD,2005.0,Strategy,0.3,0.03,0.04,0.03,0.4,501-1400
4813,Battalion Wars,ANT,2005.0,Strategy,0.25,0.07,0.07,0.01,0.4,501-1400
4828,RR64: Ridge Racer 64,MOD,1999.0,Sports,0.32,0.07,0.0,0.0,0.4,501-1400
4849,Mother 3,MOD,2006.0,Misc,0.0,0.0,0.39,0.01,0.4,501-1400
4854,Wii Sports Club,PMOD,2014.0,Sports,0.19,0.14,0.04,0.03,0.4,501-1400
4904,Fire Emblem: Fuuin no Tsurugi,MOD,2002.0,Misc,0.0,0.0,0.39,0.0,0.39,501-1400
4915,Donkey Konga 2,ANT,2004.0,Misc,0.3,0.08,0.0,0.01,0.39,501-1400
4923,Mystery Case Files: The Malgrave Incident,PMOD,2011.0,Misc,0.19,0.17,0.0,0.03,0.39,501-1400
4924,Yoshi Touch & Go,PMOD,2005.0,Action,0.34,0.02,0.0,0.03,0.39,501-1400
4933,Custom Robo V2,MOD,2000.0,Action,0.0,0.0,0.34,0.05,0.39,501-1400
4937,Chibi-Robo! Plug into Adventure!,ANT,2005.0,Misc,0.23,0.06,0.09,0.01,0.39,501-1400
4983,Super Soccer,ANT,1991.0,Sports,0.0,0.0,0.38,0.0,0.38,501-1400
4985,Wario Land II (GBC),ANT,1998.0,Action,0.0,0.0,0.38,0.0,0.38,501-1400
5030,Elite Beat Agents,PMOD,2006.0,Misc,0.31,0.03,0.0,0.03,0.38,501-1400
5052,Pokemon Channel,ANT,2003.0,Misc,0.24,0.06,0.07,0.01,0.38,501-1400
5130,Custom Robo,ANT,2004.0,Misc,0.29,0.07,0.0,0.01,0.37,501-1400
5135,Pac-Man World 2,ANT,2002.0,Action,0.28,0.07,0.0,0.01,0.37,501-1400
5148,Trauma Center: Under the Knife,PMOD,2005.0,Misc,0.3,0.01,0.02,0.03,0.37,501-1400
5193,Hamtaro: Ham-Ham Heartbreak,MOD,2002.0,Action,0.26,0.1,0.0,0.01,0.36,501-1400
5202,Kirby's Dream Land 3,ANT,1997.0,Action,0.0,0.0,0.36,0.0,0.36,501-1400
5208,Tetrisphere,MOD,1997.0,Strategy,0.29,0.06,0.0,0.0,0.36,501-1400
5268,Trauma Center: Second Opinion,PMOD,2006.0,Misc,0.28,0.02,0.03,0.03,0.35,501-1400
5274,Picross 2,ANT,1996.0,Strategy,0.0,0.0,0.35,0.0,0.35,501-1400
5276,Battalion Wars 2,PMOD,2007.0,Strategy,0.22,0.03,0.08,0.02,0.35,501-1400
5289,Fossil Fighters: Frontier,PMOD,2014.0,Misc,0.08,0.04,0.23,0.01,0.35,501-1400
5290,Star Fox: Zero,PMOD,2016.0,Action,0.16,0.1,0.07,0.03,0.35,501-1400
5293,Stunt Race FX,ANT,1993.0,Sports,0.0,0.0,0.35,0.0,0.35,501-1400
5361,Etrian Odyssey,PMOD,2007.0,Misc,0.2,0.03,0.09,0.02,0.34,501-1400
5363,Classic NES Series: Ice Climber,MOD,2004.0,Action,0.1,0.04,0.2,0.01,0.34,501-1400
5448,Pandora's Tower,PMOD,2011.0,Misc,0.13,0.1,0.08,0.03,0.33,501-1400
5469,Planet Puzzle League,PMOD,2007.0,Strategy,0.14,0.01,0.16,0.01,0.33,501-1400
5503,Classic NES Series: Castlevania,MOD,2004.0,Action,0.17,0.06,0.09,0.01,0.33,501-1400
5569,Dr. Mario / Puzzle League,MOD,2005.0,Strategy,0.12,0.04,0.16,0.01,0.33,501-1400
5634,Kirby's Block Ball,ANT,1995.0,Strategy,0.0,0.0,0.32,0.0,0.32,501-1400
5718,Mario Golf,ANT,1999.0,Action,0.0,0.0,0.31,0.0,0.31,501-1400
5760,Doubutsu no Mori,MOD,2001.0,Misc,0.0,0.0,0.26,0.05,0.31,501-1400
5815,KuruKuru Kururin,MOD,2001.0,Strategy,0.0,0.0,0.3,0.01,0.31,501-1400
5830,Gameboy Gallery,ANT,1995.0,Misc,0.0,0.0,0.3,0.0,0.3,501-1400
5839,Trauma Center: New Blood,PMOD,2007.0,Misc,0.22,0.04,0.01,0.03,0.3,501-1400
5842,NES Remix,PMOD,2014.0,Action,0.2,0.0,0.08,0.02,0.3,501-1400
5857,Rhythm Tengoku,MOD,2006.0,Misc,0.0,0.0,0.3,0.01,0.3,501-1400
5882,Fossil Fighters (JP sales),PMOD,2008.0,Misc,0.0,0.0,0.3,0.0,0.3,501-1400
